id,scan_t1ce,scan_t2,scan_flair,scan_t1,label,center_x,center_y,center_z,x_extreme_min,x_extreme_max,y_extreme_min,y_extreme_max,z_extreme_min,z_extreme_max,x_size,y_size,z_size
00680-001,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00680-001/BraTS-GLI-00680-001-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00680-001/BraTS-GLI-00680-001-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00680-001/BraTS-GLI-00680-001-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00680-001/BraTS-GLI-00680-001-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00680-001/BraTS-GLI-00680-001-seg.nii.gz,151,107,80,132,178,71,148,52,109,46,77,57
01142-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01142-000/BraTS-GLI-01142-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01142-000/BraTS-GLI-01142-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01142-000/BraTS-GLI-01142-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01142-000/BraTS-GLI-01142-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01142-000/BraTS-GLI-01142-000-seg.nii.gz,158,149,68,127,189,98,194,30,114,62,96,84
01523-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01523-000/BraTS-GLI-01523-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01523-000/BraTS-GLI-01523-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01523-000/BraTS-GLI-01523-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01523-000/BraTS-GLI-01523-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01523-000/BraTS-GLI-01523-000-seg.nii.gz,93,103,83,58,147,57,151,40,121,89,94,81
01255-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01255-000/BraTS-GLI-01255-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01255-000/BraTS-GLI-01255-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01255-000/BraTS-GLI-01255-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01255-000/BraTS-GLI-01255-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01255-000/BraTS-GLI-01255-000-seg.nii.gz,149,143,52,131,166,114,178,45,67,35,64,22
01193-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01193-000/BraTS-GLI-01193-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01193-000/BraTS-GLI-01193-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01193-000/BraTS-GLI-01193-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01193-000/BraTS-GLI-01193-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01193-000/BraTS-GLI-01193-000-seg.nii.gz,156,142,62,132,181,95,189,39,89,49,94,50
01145-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01145-000/BraTS-GLI-01145-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01145-000/BraTS-GLI-01145-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01145-000/BraTS-GLI-01145-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01145-000/BraTS-GLI-01145-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01145-000/BraTS-GLI-01145-000-seg.nii.gz,103,82,83,68,141,48,120,56,118,73,72,62
00705-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00705-000/BraTS-GLI-00705-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00705-000/BraTS-GLI-00705-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00705-000/BraTS-GLI-00705-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00705-000/BraTS-GLI-00705-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00705-000/BraTS-GLI-00705-000-seg.nii.gz,139,104,126,123,157,75,128,112,142,34,53,30
00364-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00364-000/BraTS-GLI-00364-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00364-000/BraTS-GLI-00364-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00364-000/BraTS-GLI-00364-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00364-000/BraTS-GLI-00364-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00364-000/BraTS-GLI-00364-000-seg.nii.gz,137,114,96,102,167,88,143,71,125,65,55,54
01524-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01524-000/BraTS-GLI-01524-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01524-000/BraTS-GLI-01524-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01524-000/BraTS-GLI-01524-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01524-000/BraTS-GLI-01524-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01524-000/BraTS-GLI-01524-000-seg.nii.gz,81,129,75,54,113,86,170,45,102,59,84,57
01252-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01252-000/BraTS-GLI-01252-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01252-000/BraTS-GLI-01252-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01252-000/BraTS-GLI-01252-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01252-000/BraTS-GLI-01252-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01252-000/BraTS-GLI-01252-000-seg.nii.gz,128,169,81,119,146,150,189,57,102,27,39,45
00412-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00412-000/BraTS-GLI-00412-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00412-000/BraTS-GLI-00412-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00412-000/BraTS-GLI-00412-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00412-000/BraTS-GLI-00412-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00412-000/BraTS-GLI-00412-000-seg.nii.gz,162,145,93,143,185,116,176,70,123,42,60,53
01194-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01194-000/BraTS-GLI-01194-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01194-000/BraTS-GLI-01194-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01194-000/BraTS-GLI-01194-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01194-000/BraTS-GLI-01194-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01194-000/BraTS-GLI-01194-000-seg.nii.gz,142,90,70,113,176,46,135,30,104,63,89,74
01139-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01139-000/BraTS-GLI-01139-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01139-000/BraTS-GLI-01139-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01139-000/BraTS-GLI-01139-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01139-000/BraTS-GLI-01139-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01139-000/BraTS-GLI-01139-000-seg.nii.gz,95,170,73,63,148,134,210,37,121,85,76,84
00318-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00318-000/BraTS-GLI-00318-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00318-000/BraTS-GLI-00318-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00318-000/BraTS-GLI-00318-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00318-000/BraTS-GLI-00318-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00318-000/BraTS-GLI-00318-000-seg.nii.gz,129,71,61,81,174,30,121,31,101,93,91,70
01376-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01376-000/BraTS-GLI-01376-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01376-000/BraTS-GLI-01376-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01376-000/BraTS-GLI-01376-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01376-000/BraTS-GLI-01376-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01376-000/BraTS-GLI-01376-000-seg.nii.gz,140,163,109,120,174,140,192,58,138,54,52,80
00291-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00291-000/BraTS-GLI-00291-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00291-000/BraTS-GLI-00291-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00291-000/BraTS-GLI-00291-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00291-000/BraTS-GLI-00291-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00291-000/BraTS-GLI-00291-000-seg.nii.gz,92,169,90,55,119,135,201,40,126,64,66,86
00772-001,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00772-001/BraTS-GLI-00772-001-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00772-001/BraTS-GLI-00772-001-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00772-001/BraTS-GLI-00772-001-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00772-001/BraTS-GLI-00772-001-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00772-001/BraTS-GLI-00772-001-seg.nii.gz,156,137,62,138,177,111,164,44,81,39,53,37
00157-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00157-000/BraTS-GLI-00157-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00157-000/BraTS-GLI-00157-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00157-000/BraTS-GLI-00157-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00157-000/BraTS-GLI-00157-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00157-000/BraTS-GLI-00157-000-seg.nii.gz,162,152,49,140,186,123,179,27,71,46,56,44
00621-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00621-000/BraTS-GLI-00621-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00621-000/BraTS-GLI-00621-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00621-000/BraTS-GLI-00621-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00621-000/BraTS-GLI-00621-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00621-000/BraTS-GLI-00621-000-seg.nii.gz,143,87,68,111,164,62,132,34,96,53,70,62
00240-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00240-000/BraTS-GLI-00240-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00240-000/BraTS-GLI-00240-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00240-000/BraTS-GLI-00240-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00240-000/BraTS-GLI-00240-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00240-000/BraTS-GLI-00240-000-seg.nii.gz,104,100,101,72,137,53,149,72,137,65,96,65
01108-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01108-000/BraTS-GLI-01108-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01108-000/BraTS-GLI-01108-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01108-000/BraTS-GLI-01108-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01108-000/BraTS-GLI-01108-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01108-000/BraTS-GLI-01108-000-seg.nii.gz,70,148,58,58,83,134,165,49,70,25,31,21
01050-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01050-000/BraTS-GLI-01050-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01050-000/BraTS-GLI-01050-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01050-000/BraTS-GLI-01050-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01050-000/BraTS-GLI-01050-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01050-000/BraTS-GLI-01050-000-seg.nii.gz,131,152,74,83,155,111,198,51,104,72,87,53
00610-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00610-000/BraTS-GLI-00610-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00610-000/BraTS-GLI-00610-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00610-000/BraTS-GLI-00610-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00610-000/BraTS-GLI-00610-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00610-000/BraTS-GLI-00610-000-seg.nii.gz,76,104,92,55,103,70,134,54,129,48,64,75
01396-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01396-000/BraTS-GLI-01396-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01396-000/BraTS-GLI-01396-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01396-000/BraTS-GLI-01396-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01396-000/BraTS-GLI-01396-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01396-000/BraTS-GLI-01396-000-seg.nii.gz,150,176,81,127,178,149,210,51,115,51,61,64
01431-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01431-000/BraTS-GLI-01431-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01431-000/BraTS-GLI-01431-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01431-000/BraTS-GLI-01431-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01431-000/BraTS-GLI-01431-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01431-000/BraTS-GLI-01431-000-seg.nii.gz,106,134,60,78,131,110,161,36,83,53,51,47
01347-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01347-000/BraTS-GLI-01347-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01347-000/BraTS-GLI-01347-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01347-000/BraTS-GLI-01347-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01347-000/BraTS-GLI-01347-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01347-000/BraTS-GLI-01347-000-seg.nii.gz,134,84,76,100,163,52,139,55,108,63,87,53
00507-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00507-000/BraTS-GLI-00507-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00507-000/BraTS-GLI-00507-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00507-000/BraTS-GLI-00507-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00507-000/BraTS-GLI-00507-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00507-000/BraTS-GLI-00507-000-seg.nii.gz,134,87,79,97,171,42,135,45,119,74,93,74
00485-001,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00485-001/BraTS-GLI-00485-001-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00485-001/BraTS-GLI-00485-001-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00485-001/BraTS-GLI-00485-001-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00485-001/BraTS-GLI-00485-001-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00485-001/BraTS-GLI-00485-001-seg.nii.gz,155,119,62,120,180,92,152,38,87,60,60,49
00166-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00166-000/BraTS-GLI-00166-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00166-000/BraTS-GLI-00166-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00166-000/BraTS-GLI-00166-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00166-000/BraTS-GLI-00166-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00166-000/BraTS-GLI-00166-000-seg.nii.gz,102,91,96,68,152,54,130,67,129,84,76,62
01081-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01081-000/BraTS-GLI-01081-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01081-000/BraTS-GLI-01081-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01081-000/BraTS-GLI-01081-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01081-000/BraTS-GLI-01081-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01081-000/BraTS-GLI-01081-000-seg.nii.gz,152,156,67,111,184,125,185,36,95,73,60,59
00423-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00423-000/BraTS-GLI-00423-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00423-000/BraTS-GLI-00423-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00423-000/BraTS-GLI-00423-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00423-000/BraTS-GLI-00423-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00423-000/BraTS-GLI-00423-000-seg.nii.gz,112,108,94,71,152,75,145,54,128,81,70,74
01174-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01174-000/BraTS-GLI-01174-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01174-000/BraTS-GLI-01174-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01174-000/BraTS-GLI-01174-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01174-000/BraTS-GLI-01174-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01174-000/BraTS-GLI-01174-000-seg.nii.gz,139,157,99,116,166,124,193,69,131,50,69,62
00383-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00383-000/BraTS-GLI-00383-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00383-000/BraTS-GLI-00383-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00383-000/BraTS-GLI-00383-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00383-000/BraTS-GLI-00383-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00383-000/BraTS-GLI-00383-000-seg.nii.gz,85,157,95,55,110,102,198,65,128,55,96,63
